document	page	drawsAny	dictWidth	dictDPI	dictRebuildDPI	drawnKind	drawnWidth	drawnDPI	drawnRebuildDPI	policyMoves	verdict	shippedRebuildDPI	formDepth	bareDepth	nestVerdict
Friedman_1962_Capitalism and freedom_University of Chicago Press	184	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	185	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	186	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	187	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	188	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	189	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	190	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	191	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	192	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	193	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	194	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	195	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	196	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	197	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	198	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	199	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	200	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	201	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	202	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	203	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	204	yes	1059	201.7	201.7	largest	1059	201.7	201.7	same	agree	201.7	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	205	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	206	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	207	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	208	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	209	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	210	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	211	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	212	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	213	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	214	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	215	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	216	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	217	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	218	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	219	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	220	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	221	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	222	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	223	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	224	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	225	yes	1050	200.0	200.0	largest	1050	200.0	200.0	same	agree	200.0	1	0	withinCap
Friedman_1962_Capitalism and freedom_University of Chicago Press	226	yes	504	96.0	300.0	largest	504	96.0	300.0	same	agree	300.0	1	0	withinCap
Keyssar_2000_The Right to Vote_Basic Books	2	yes	4200	600.0	600.0	largest	4200	600.0	600.0	same	agree	600.0	1	0	withinCap
Keyssar_2000_The Right to Vote_Basic Books	3	yes	4200	600.0	600.0	largest	4200	600.0	600.0	same	agree	600.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	1	yes	3541	300.0	300.0	largest	3541	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	2	yes	3580	300.0	300.0	largest	3580	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	3	yes	3519	300.0	300.0	largest	3519	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	4	yes	3606	300.0	300.0	largest	3606	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	5	yes	3531	300.0	300.0	largest	3531	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	6	yes	3536	300.0	300.0	largest	3536	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	7	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	8	yes	3533	300.0	300.0	largest	3533	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	9	yes	3525	300.0	300.0	largest	3525	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	10	yes	3540	300.0	300.0	largest	3540	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	11	yes	3530	300.0	300.0	largest	3530	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	12	yes	3524	300.0	300.0	largest	3524	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	13	yes	3520	300.0	300.0	largest	3520	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	14	yes	3519	300.0	300.0	largest	3519	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	15	yes	3520	300.0	300.0	largest	3520	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	16	yes	3520	300.0	300.0	largest	3520	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	17	yes	3524	300.0	300.0	largest	3524	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	18	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	19	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	20	yes	3523	300.0	300.0	largest	3523	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	21	yes	3521	300.0	300.0	largest	3521	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	22	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	23	yes	3524	300.0	300.0	largest	3524	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	24	yes	3526	300.0	300.0	largest	3526	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	25	yes	3528	300.0	300.0	largest	3528	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	26	yes	3525	300.0	300.0	largest	3525	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	27	yes	3520	300.0	300.0	largest	3520	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	28	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	29	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	30	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	31	yes	3524	300.0	300.0	largest	3524	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	32	yes	3523	300.0	300.0	largest	3523	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	33	yes	3531	300.0	300.0	largest	3531	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	34	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	35	yes	3521	300.0	300.0	largest	3521	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	36	yes	3525	300.0	300.0	largest	3525	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	37	yes	3530	300.0	300.0	largest	3530	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	38	yes	3519	300.0	300.0	largest	3519	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	39	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	40	yes	3541	300.0	300.0	largest	3541	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	41	yes	3524	300.0	300.0	largest	3524	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	42	yes	3523	300.0	300.0	largest	3523	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	43	yes	3525	300.0	300.0	largest	3525	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	44	yes	3526	300.0	300.0	largest	3526	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	45	yes	3532	300.0	300.0	largest	3532	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	46	yes	3524	300.0	300.0	largest	3524	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	47	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	48	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	49	yes	3532	300.0	300.0	largest	3532	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	50	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	51	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	52	yes	3523	300.0	300.0	largest	3523	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	53	yes	3521	300.0	300.0	largest	3521	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	54	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	55	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	56	yes	3523	300.0	300.0	largest	3523	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	57	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	58	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	59	yes	3524	300.0	300.0	largest	3524	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	60	yes	3525	300.0	300.0	largest	3525	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	61	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	62	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	63	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	64	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	65	yes	3528	300.0	300.0	largest	3528	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	66	yes	3519	300.0	300.0	largest	3519	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	67	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	68	yes	3525	300.0	300.0	largest	3525	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	69	yes	3523	300.0	300.0	largest	3523	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	70	yes	3524	300.0	300.0	largest	3524	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	71	yes	3531	300.0	300.0	largest	3531	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	72	yes	3521	300.0	300.0	largest	3521	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	73	yes	3520	300.0	300.0	largest	3520	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	74	yes	3521	300.0	300.0	largest	3521	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	75	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	76	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	77	yes	3519	300.0	300.0	largest	3519	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	78	yes	3520	300.0	300.0	largest	3520	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	79	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	80	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	81	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	82	yes	3526	300.0	300.0	largest	3526	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	83	yes	3533	300.0	300.0	largest	3533	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	84	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	85	yes	3528	300.0	300.0	largest	3528	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	86	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	87	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	88	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	89	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	90	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	91	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	92	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	93	yes	3520	300.0	300.0	largest	3520	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	94	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	95	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	96	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	97	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	98	yes	3521	300.0	300.0	largest	3521	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	99	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	100	yes	3520	300.0	300.0	largest	3520	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	101	yes	3519	300.0	300.0	largest	3519	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	102	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	103	yes	3521	300.0	300.0	largest	3521	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	104	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	105	yes	3528	300.0	300.0	largest	3528	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	106	yes	3520	300.0	300.0	largest	3520	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	107	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	108	yes	3521	300.0	300.0	largest	3521	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	109	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	110	yes	3520	300.0	300.0	largest	3520	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	111	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	112	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	113	yes	3516	300.0	300.0	largest	3516	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	114	yes	3524	300.0	300.0	largest	3524	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	115	yes	3522	300.0	300.0	largest	3522	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	116	yes	3537	300.0	300.0	largest	3537	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	117	yes	3547	300.0	300.0	largest	3547	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	118	yes	3529	300.0	300.0	largest	3529	300.0	300.0	same	agree	300.0	1	0	withinCap
Mintzberg - 1973 - The nature of managerial work	119	yes	3523	300.0	300.0	largest	3523	300.0	300.0	same	agree	300.0	1	0	withinCap
Nedelsky_1990_Private property and the limits of American constitutionalism_University of Chicago Press	7	yes	2200	200.0	200.0	largest	2200	200.0	200.0	same	agree	200.0	1	0	withinCap
Gilroy - 2000 - Getting In	1	yes	1626	300.0	300.0	largest	1626	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	2	yes	1610	300.0	300.0	largest	1610	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	3	yes	1617	300.0	300.0	largest	1617	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	4	yes	1634	300.0	300.0	largest	1634	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	5	yes	1619	300.0	300.0	largest	1619	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	6	yes	1754	300.0	300.0	largest	1754	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	7	yes	1656	300.0	300.0	largest	1656	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	8	yes	1708	300.0	300.0	largest	1708	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	9	yes	1615	300.0	300.0	largest	1615	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	10	yes	1649	300.0	300.0	largest	1649	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	11	yes	1667	300.0	300.0	largest	1667	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	12	yes	1635	300.0	300.0	largest	1635	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	13	yes	1634	300.0	300.0	largest	1634	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	14	yes	1632	300.0	300.0	largest	1632	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	15	yes	1641	300.0	300.0	largest	1641	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	16	yes	1682	300.0	300.0	largest	1682	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	17	yes	1660	300.0	300.0	largest	1660	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	18	yes	1626	300.0	300.0	largest	1626	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	19	yes	1651	300.0	300.0	largest	1651	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	20	yes	1697	300.0	300.0	largest	1697	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	21	yes	1606	300.0	300.0	largest	1606	300.0	300.0	same	agree	300.0	1	0	withinCap
Gilroy - 2000 - Getting In	22	yes	1645	300.0	300.0	largest	1645	300.0	300.0	same	agree	300.0	1	0	withinCap
Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press	3	yes	3534	415.8	415.8	largest	3534	415.8	415.8	same	agree	415.8	1	0	withinCap
Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press	4	yes	3534	415.8	415.8	largest	3534	415.8	415.8	same	agree	415.8	1	0	withinCap
Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press	5	yes	3504	412.2	412.2	largest	3504	412.2	412.2	same	agree	412.2	1	0	withinCap
Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press	6	yes	3424	402.8	402.8	largest	3424	402.8	402.8	same	agree	402.8	1	0	withinCap
Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press	7	yes	3424	402.8	402.8	largest	3424	402.8	402.8	same	agree	402.8	1	0	withinCap
Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press	8	yes	3424	402.8	402.8	largest	3424	402.8	402.8	same	agree	402.8	1	0	withinCap
Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press	9	yes	3424	402.8	402.8	largest	3424	402.8	402.8	same	agree	402.8	1	0	withinCap
Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press	10	yes	3424	402.8	402.8	largest	3424	402.8	402.8	same	agree	402.8	1	0	withinCap
Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press	11	yes	3424	402.8	402.8	largest	3424	402.8	402.8	same	agree	402.8	1	0	withinCap
Phillips-Fein_Zelizer_2012_What's good for business _Oxford University Press	12	yes	3424	402.8	402.8	largest	3424	402.8	402.8	same	agree	402.8	1	0	withinCap
